,index,ADDRESS,BLK_NO,BUILDING,LATITUDE,LONGITUDE,LONGTITUDE,POSTAL,ROAD_NAME,SEARCHVAL,X,Y,address
0,0,412A BEDOK NORTH AVENUE 2 SINGAPORE 461412,412A,NIL,1.32887420371037,103.931642934684,103.931642934684,461412,BEDOK NORTH AVENUE 2,412A BEDOK NORTH AVENUE 2 SINGAPORE 461412,38942.4985190095,34565.8922398966,412 Bedok North Avenue 2
1,1,412 BEDOK NORTH AVENUE 2 HDB-BEDOK SINGAPORE 460412,412,HDB-BEDOK,1.32929126082804,103.931090689284,103.931090689284,460412,BEDOK NORTH AVENUE 2,HDB-BEDOK,38881.0373501168,34612.0059065744,412 Bedok North Avenue 2
2,0,181A BOON LAY DRIVE BOON LAY MEADOW SINGAPORE 641181,181A,BOON LAY MEADOW,1.34861811652173,103.708239203165,103.708239203165,641181,BOON LAY DRIVE,BOON LAY MEADOW,14080.0475595743,36749.2130725924,181A Boon Lay Drive
3,0,305 CLEMENTI AVENUE 4 CLEMENTI MEADOWS SINGAPORE 120305,305,CLEMENTI MEADOWS,1.32206108860651,103.76601401343,103.76601401343,120305,CLEMENTI AVENUE 4,CLEMENTI MEADOWS,20509.669397277,33812.4167925902,305 Clementi Avenue 4
4,1,305 CLEMENTI AVENUE 4 PCF SPARKLETOTS PRESCHOOL @ BUKIT TIMAH 305 (CC) SINGAPORE 120305,305,PCF SPARKLETOTS PRESCHOOL @ BUKIT TIMAH 305 (CC),1.32206109134411,103.766014023221,103.766014023221,120305,CLEMENTI AVENUE 4,PCF SPARKLETOTS PRESCHOOL @ BUKIT TIMAH 305 (CC),20509.6704869234,33812.41709527,305 Clementi Avenue 4
5,0,623 ANG MO KIO AVENUE 9 YIO CHU KANG HEIGHTS SINGAPORE 560623,623,YIO CHU KANG HEIGHTS,1.38265184651409,103.840858094028,103.840858094028,560623,ANG MO KIO AVENUE 9,YIO CHU KANG HEIGHTS,28839.0522736709,40512.1332274508,623 Ang Mo Kio Avenue 9
6,0,555 JURONG WEST STREET 42 HDB-JURONG WEST SINGAPORE 640555,555,HDB-JURONG WEST,1.35366860451458,103.718853145615,103.718853145615,640555,JURONG WEST STREET 42,HDB-JURONG WEST,15261.2900388385,37307.6132414546,555 Jurong West Street 42
7,0,22A SIN MING ROAD MULTI STOREY CAR PARK SINGAPORE 571022,22A,MULTI STOREY CAR PARK,1.35746679660694,103.839106803265,103.839106803265,571022,SIN MING ROAD,MULTI STOREY CAR PARK,28644.1625682352,37727.2980255969,22 Sin Ming Road
8,1,22 SIN MING ROAD HDB-SIN MING IND EST SINGAPORE 570022,22,HDB-SIN MING IND EST,1.35728444108241,103.839396679952,103.839396679952,570022,SIN MING ROAD,HDB-SIN MING IND EST,28676.4225484978,37707.1341607403,22 Sin Ming Road
9,0,612 ANG MO KIO AVENUE 4 YIO CHU KANG GREEN SINGAPORE 560612,612,YIO CHU KANG GREEN,1.37890791374411,103.838602654716,103.838602654716,560612,ANG MO KIO AVENUE 4,YIO CHU KANG GREEN,28588.0514470731,40098.1474808901,612 Ang Mo Kio Avenue 4
10,0,631 SENJA ROAD HDB-BUKIT PANJANG SINGAPORE 670631,631,HDB-BUKIT PANJANG,1.38662658656796,103.760257710151,103.760257710151,670631,SENJA ROAD,HDB-BUKIT PANJANG,19869.2648157565,40951.7639772352,631 Senja Road
11,1,631 SENJA ROAD ICHIBAN MONTESSORI KIDDIE KOLLEGE PTE. LTD. SINGAPORE 670631,631,ICHIBAN MONTESSORI KIDDIE KOLLEGE PTE. LTD.,1.38647806662621,103.760256469034,103.760256469034,670631,SENJA ROAD,ICHIBAN MONTESSORI KIDDIE KOLLEGE PTE. LTD.,19869.1261883896,40935.3413865045,631 Senja Road
12,0,687D CHOA CHU KANG DRIVE HDB-CHOA CHU KANG SINGAPORE 684687,687D,HDB-CHOA CHU KANG,1.40368580815329,103.751581291592,103.751581291592,684687,CHOA CHU KANG DRIVE,HDB-CHOA CHU KANG,18903.7559073039,42838.1197799574,687D Choa Chu Kang Drive
13,0,384 BUKIT BATOK WEST AVENUE 5 SINGAPORE 650384,384,NIL,1.36293263679646,103.752194207305,103.752194207305,650384,BUKIT BATOK WEST AVENUE 5,384 BUKIT BATOK WEST AVENUE 5 SINGAPORE 650384,18971.8110472536,38331.8340778388,384 Bukit Batok West Avenue 5
14,0,230 BISHAN STREET 23 HDB-BISHAN SINGAPORE 570230,230,HDB-BISHAN,1.3579457997995,103.845493593377,103.845493593377,570230,BISHAN STREET 23,HDB-BISHAN,29354.9383352875,37780.266391743,230 Bishan Street 23
15,1,230 BISHAN STREET 23 HDB PUBLIC SHELTERS SINGAPORE 570230,230,HDB PUBLIC SHELTERS,1.3579457997995,103.845493593648,103.845493593648,570230,BISHAN STREET 23,HDB PUBLIC SHELTERS,29354.9383655538,37780.266391743,230 Bishan Street 23
16,2,230 BISHAN STREET 23 Totsville Montessori Kindergarten (Bishan) SINGAPORE 570230,230,Totsville Montessori Kindergarten (Bishan),1.35794400498989,103.845536387985,103.845536387985,570230,BISHAN STREET 23,Totsville Montessori Kindergarten (Bishan),29359.7008814531,37780.067954842,230 Bishan Street 23
17,0,347B YISHUN AVENUE 11 ADORA GREEN SINGAPORE 762347,347B,ADORA GREEN,1.42749509336446,103.842377140401,103.842377140401,762347,YISHUN AVENUE 11,ADORA GREEN,29008.0836471318,45470.6733657159,347B Yishun Avenue 11
18,0,307 CLEMENTI AVENUE 4 CLEMENTI MEADOWS SINGAPORE 120307,307,CLEMENTI MEADOWS,1.32141589663502,103.76710548935,103.76710548935,120307,CLEMENTI AVENUE 4,CLEMENTI MEADOWS,20631.1379940722,33741.0714622755,307 Clementi Avenue 4
19,0,709 JURONG WEST STREET 71 HDB-JURONG WEST SINGAPORE 640709,709,HDB-JURONG WEST,1.3425495249196,103.694438314712,103.694438314712,640709,JURONG WEST STREET 71,HDB-JURONG WEST,12544.1200950368,36078.260528503,709 Jurong West Street 71
20,1,709 JURONG WEST STREET 71 HDB PUBLIC SHELTERS SINGAPORE 640709,709,HDB PUBLIC SHELTERS,1.34253230826624,103.694438315684,103.694438315684,640709,JURONG WEST STREET 71,HDB PUBLIC SHELTERS,12544.1200950375,36076.3567933999,709 Jurong West Street 71
21,0,131 BISHAN STREET 12 HDB-BISHAN SINGAPORE 570131,131,HDB-BISHAN,1.34557574781191,103.850945135272,103.850945135272,570131,BISHAN STREET 12,HDB-BISHAN,29961.641847573,36412.4528780803,131 Bishan Street 12
22,0,140 TECK WHYE LANE SINGAPORE 680140,140,NIL,1.38001805825629,103.753148377762,103.753148377762,680140,TECK WHYE LANE,140 TECK WHYE LANE SINGAPORE 680140,19078.0623547006,40221.0513552074,14 Teck Whye Lane
23,1,143 TECK WHYE LANE SINGAPORE 680143,143,NIL,1.38049224194686,103.753102744838,103.753102744838,680143,TECK WHYE LANE,143 TECK WHYE LANE SINGAPORE 680143,19072.9857479355,40273.4844017923,14 Teck Whye Lane
24,2,142 TECK WHYE LANE HDB-CHOA CHU KANG SINGAPORE 680142,142,HDB-CHOA CHU KANG,1.38079049641028,103.75195441174,103.75195441174,680142,TECK WHYE LANE,HDB-CHOA CHU KANG,18945.1917479017,40306.4682408851,14 Teck Whye Lane
25,3,144 TECK WHYE LANE HDB-CHOA CHU KANG SINGAPORE 680144,144,HDB-CHOA CHU KANG,1.38082768721767,103.752476579633,103.752476579633,680144,TECK WHYE LANE,HDB-CHOA CHU KANG,19003.3026444816,40310.5786330737,14 Teck Whye Lane
26,4,141 TECK WHYE LANE HDB-CHOA CHU KANG SINGAPORE 680141,141,HDB-CHOA CHU KANG,1.38041161319005,103.75257991701,103.75257991701,680141,TECK WHYE LANE,HDB-CHOA CHU KANG,19014.8012396205,40264.5708438027,14 Teck Whye Lane
27,5,14 TECK WHYE LANE TECK WHYE HEIGHTS II SINGAPORE 680014,14,TECK WHYE HEIGHTS II,1.37848150958553,103.755675386906,103.755675386906,680014,TECK WHYE LANE,TECK WHYE HEIGHTS II,19359.2814044499,40051.1381240394,14 Teck Whye Lane
28,6,140 TECK WHYE LANE Graceland (CCK) Pte Ltd SINGAPORE 680140,140,Graceland (CCK) Pte Ltd,1.38003057776622,103.753118416568,103.753118416568,680140,TECK WHYE LANE,Graceland (CCK) Pte Ltd,19074.7280941507,40222.4358127825,14 Teck Whye Lane
29,7,141 TECK WHYE LANE UOB Teck Whye Lane SINGAPORE 680141,141,UOB Teck Whye Lane,1.38041181166505,103.75258047021,103.75258047021,680141,TECK WHYE LANE,UOB Teck Whye Lane,19014.8628046986,40264.5927880909,14 Teck Whye Lane
30,8,141 TECK WHYE LANE DBS Teck Whye Lane 1 SINGAPORE 680141,141,DBS Teck Whye Lane 1,1.38041181166505,103.75258047021,103.75258047021,680141,TECK WHYE LANE,DBS Teck Whye Lane 1,19014.8628046986,40264.5927880909,14 Teck Whye Lane
31,9,140 TECK WHYE LANE DBS NTUC Teck Whye Lane SINGAPORE 680140,140,DBS NTUC Teck Whye Lane,1.38003058296693,103.753118410312,103.753118410312,680140,TECK WHYE LANE,DBS NTUC Teck Whye Lane,19074.7273979838,40222.4363878742,14 Teck Whye Lane
32,0,205 CLEMENTI AVENUE 6 HDB-CLEMENTI SINGAPORE 120205,205,HDB-CLEMENTI,1.32105996280392,103.762434749863,103.762434749863,120205,CLEMENTI AVENUE 6,HDB-CLEMENTI,20111.3295044475,33701.7284408752,205 Clementi Avenue 6
33,0,575 ANG MO KIO AVENUE 10 CHENG SAN COURT SINGAPORE 560575,575,CHENG SAN COURT,1.37138855070769,103.855953346739,103.855953346739,560575,ANG MO KIO AVENUE 10,CHENG SAN COURT,30518.9740106302,39266.7057937067,575 Ang Mo Kio Avenue 10
34,0,111 LENGKONG TIGA HDB-KEMBANGAN ESTATE SINGAPORE 410111,111,HDB-KEMBANGAN ESTATE,1.32405877835386,103.911303762731,103.911303762731,410111,LENGKONG TIGA,HDB-KEMBANGAN ESTATE,36678.9711918896,34033.3459536135,111 Lengkong Tiga
35,0,448 TAMPINES STREET 42 HDB-TAMPINES SINGAPORE 520448,448,HDB-TAMPINES,1.35740703260418,103.950996054997,103.950996054997,520448,TAMPINES STREET 42,HDB-TAMPINES,41096.1544575614,37721.0073700044,448 Tampines Street 42
36,0,714 TAMPINES STREET 71 TAMPINES STARLIGHT SINGAPORE 520714,714,TAMPINES STARLIGHT,1.36005190110956,103.937142900774,103.937142900774,520714,TAMPINES STREET 71,TAMPINES STARLIGHT,39554.4427813364,38013.3933383282,714 Tampines Street 71
37,0,47 CIRCUIT ROAD MACPHERSON GARDEN SINGAPORE 370047,47,MACPHERSON GARDEN,1.32577527145566,103.885703636114,103.885703636114,370047,CIRCUIT ROAD,MACPHERSON GARDEN,33829.928062158,34223.0721529014,47 Circuit Road
38,0,50 COMMONWEALTH DRIVE COMMONWEALTH 10 SINGAPORE 142050,50,COMMONWEALTH 10,1.30112909158396,103.797123032464,103.797123032464,142050,COMMONWEALTH DRIVE,COMMONWEALTH 10,23971.7618431537,31497.7915699147,50 Commonwealth Drive
39,1,50A COMMONWEALTH DRIVE COMMONWEALTH 10 SINGAPORE 143050,50A,COMMONWEALTH 10,1.30126146137223,103.797422789448,103.797422789448,143050,COMMONWEALTH DRIVE,COMMONWEALTH 10,24005.1223067685,31512.4278653171,50 Commonwealth Drive
40,0,311B ANCHORVALE LANE ANCHORVALE VISTA SINGAPORE 542311,311B,ANCHORVALE VISTA,1.39125198410934,103.884325036239,103.884325036239,542311,ANCHORVALE LANE,ANCHORVALE VISTA,33676.3510066268,41463.1527915597,311B Anchorvale Lane
41,0,247 HOUGANG AVENUE 3 HDB-HOUGANG SINGAPORE 530247,247,HDB-HOUGANG,1.35916575005659,103.891524293017,103.891524293017,530247,HOUGANG AVENUE 3,HDB-HOUGANG,34477.6207806742,37915.236870179,247 Hougang Avenue 3
42,1,247 HOUGANG AVENUE 3 Brainy Bunch International Montessori SINGAPORE 530247,247,Brainy Bunch International Montessori,1.35916574841407,103.891524298457,103.891524298457,530247,HOUGANG AVENUE 3,Brainy Bunch International Montessori,34477.621386032,37915.2366885711,247 Hougang Avenue 3
43,0,283 TAMPINES STREET 22 HDB-TAMPINES SINGAPORE 520283,283,HDB-TAMPINES,1.34862955734177,103.952853471968,103.952853471968,520283,TAMPINES STREET 22,HDB-TAMPINES,41302.9117853929,36750.4469772168,283 Tampines Street 22
44,0,414 SERANGOON CENTRAL HDB-SERANGOON ESTATE SINGAPORE 550414,414,HDB-SERANGOON ESTATE,1.34880894396481,103.874405968198,103.874405968198,550414,SERANGOON CENTRAL,HDB-SERANGOON ESTATE,32572.5688076233,36769.9946767278,414 Serangoon Central
45,0,110 RIVERVALE WALK RIVERVALE COURT SINGAPORE 540110,110,RIVERVALE COURT,1.38349233528459,103.900312363452,103.900312363452,540110,RIVERVALE WALK,RIVERVALE COURT,35455.5562401083,40605.1740734037,110 Rivervale Walk
46,0,572A WOODLANDS AVENUE 1 CHAMPIONS COURT SINGAPORE 731572,572A,CHAMPIONS COURT,1.43086687491648,103.78955465026,103.78955465026,731572,WOODLANDS AVENUE 1,CHAMPIONS COURT,23129.7302662392,45843.5524965357,572A Woodlands Avenue 1
47,0,349A CLEMENTI AVENUE 2 SINGAPORE 121349,349A,NIL,1.31571465536871,103.771457185927,103.771457185927,121349,CLEMENTI AVENUE 2,349A CLEMENTI AVENUE 2 SINGAPORE 121349,21115.4233121101,33110.6446307823,349 Clementi Avenue 2
48,1,349 CLEMENTI AVENUE 2 HDB-CLEMENTI SINGAPORE 120349,349,HDB-CLEMENTI,1.31595863810445,103.771054408276,103.771054408276,120349,CLEMENTI AVENUE 2,HDB-CLEMENTI,21070.5986983235,33137.6241191402,349 Clementi Avenue 2
49,0,2 QUEEN'S ROAD SINGAPORE 266733,2,NIL,1.32280086346269,103.811023492628,103.811023492628,266733,QUEEN'S ROAD,2 QUEEN'S ROAD SINGAPORE 266733,25518.7792547806,33894.1269096416,2 Queen's Road
50,1,2 QUEEN'S ROAD FARRER GARDENS SINGAPORE 260002,2,FARRER GARDENS,1.31778631433715,103.807262757565,103.807262757565,260002,QUEEN'S ROAD,FARRER GARDENS,25100.2411126673,33339.6478369963,2 Queen's Road
51,0,413 BEDOK NORTH AVENUE 2 HDB-BEDOK SINGAPORE 460413,413,HDB-BEDOK,1.33030163704742,103.931086166936,103.931086166936,460413,BEDOK NORTH AVENUE 2,HDB-BEDOK,38880.5296349566,34723.7282731496,413 Bedok North Avenue 2
52,0,409 PANDAN GARDENS HDB-JURONG EAST SINGAPORE 600409,409,HDB-JURONG EAST,1.3185120764442,103.747372481331,103.747372481331,600409,PANDAN GARDENS,HDB-JURONG EAST,18435.0368079328,33420.0488334857,409 Pandan Gardens
53,0,457 ANG MO KIO AVENUE 10 TECK GHEE GRANDEUR SINGAPORE 560457,457,TECK GHEE GRANDEUR,1.36569761910878,103.858941954115,103.858941954115,560457,ANG MO KIO AVENUE 10,TECK GHEE GRANDEUR,30851.5763527542,38637.434835976,457 Ang Mo Kio Avenue 10
54,0,141 JALAN BUKIT MERAH HDB-BUKIT MERAH SINGAPORE 160141,141,HDB-BUKIT MERAH,1.27714559744848,103.828738908605,103.828738908605,160141,JALAN BUKIT MERAH,HDB-BUKIT MERAH,27490.3191823892,28845.7921364103,141 Jalan Bukit Merah
55,0,93 PAYA LEBAR WAY HDB-GEYLANG SINGAPORE 370093,93,HDB-GEYLANG,1.32273476922749,103.888103196257,103.888103196257,370093,PAYA LEBAR WAY,HDB-GEYLANG,34096.9823916909,33886.8746402077,93 Paya Lebar Way
56,1,93 PAYA LEBAR WAY MACPHERSON MORAL CHILD CARE CENTRE SINGAPORE 370093,93,MACPHERSON MORAL CHILD CARE CENTRE,1.32273477524957,103.888103198161,103.888103198161,370093,PAYA LEBAR WAY,MACPHERSON MORAL CHILD CARE CENTRE,34096.9826035663,33886.8753061034,93 Paya Lebar Way
57,0,303D PUNGGOL PLACE CORALINUS SINGAPORE 824303,303D,CORALINUS,1.40423864727247,103.905014998816,103.905014998816,824303,PUNGGOL PLACE,CORALINUS,35978.8302019908,42899.2132231165,303D Punggol Place
58,0,324B SENGKANG EAST WAY ANCHORVALE GROVE SINGAPORE 542324,324B,ANCHORVALE GROVE,1.39250120483195,103.892333312168,103.892333312168,542324,SENGKANG EAST WAY,ANCHORVALE GROVE,34567.5641222442,41601.3061300926,324B Sengkang East Way
59,0,106 JALAN DUSUN AH HOOD GARDENS SINGAPORE 320106,106,AH HOOD GARDENS,1.32855771177596,103.844796773619,103.844796773619,320106,JALAN DUSUN,AH HOOD GARDENS,29277.4055934703,34530.681464171,106 Jalan Dusun
60,0,261 SERANGOON CENTRAL DRIVE HDB-SERANGOON ESTATE SINGAPORE 550261,261,HDB-SERANGOON ESTATE,1.35405255194876,103.872524450991,103.872524450991,550261,SERANGOON CENTRAL DRIVE,HDB-SERANGOON ESTATE,32363.1675108789,37349.8027548474,261 Serangoon Central Drive
61,1,261 SERANGOON CENTRAL DRIVE SERANGOON CENTRAL POST OFFICE SINGAPORE 550261,261,SERANGOON CENTRAL POST OFFICE,1.35388032675519,103.872366663054,103.872366663054,550261,SERANGOON CENTRAL DRIVE,SERANGOON CENTRAL POST OFFICE,32345.6078125374,37330.7586843167,261 Serangoon Central Drive
62,0,303 SERANGOON AVENUE 2 CHUAN VILLAGE SINGAPORE 550303,303,CHUAN VILLAGE,1.35349356621386,103.867045529778,103.867045529778,550303,SERANGOON AVENUE 2,CHUAN VILLAGE,31753.42669723,37287.9837881196,303 Serangoon Avenue 2
63,0,271 QUEEN STREET HDB-ALBERT CENTRE SINGAPORE 180271,271,HDB-ALBERT CENTRE,1.30093501504101,103.853988102856,103.853988102856,180271,QUEEN STREET,HDB-ALBERT CENTRE,30300.3317773854,31476.3120768778,271 Queen Street
64,0,277 TAMPINES STREET 22 HDB-TAMPINES SINGAPORE 520277,277,HDB-TAMPINES,1.34727819641374,103.951193517105,103.951193517105,520277,TAMPINES STREET 22,HDB-TAMPINES,41118.1841317395,36601.0110661444,277 Tampines Street 22
65,0,654 HOUGANG AVENUE 8 HDB-HOUGANG SINGAPORE 530654,654,HDB-HOUGANG,1.37273945323964,103.881759777908,103.881759777908,530654,HOUGANG AVENUE 8,HDB-HOUGANG,33390.9129934296,39416.1243914906,654 Hougang Avenue 8
66,0,3 BEACH ROAD BEACH ROAD GARDENS SINGAPORE 190003,3,BEACH ROAD GARDENS,1.30418712919941,103.86519331441,103.86519331441,190003,BEACH ROAD,BEACH ROAD GARDENS,31547.3664410643,31835.9271416068,3 Beach Road
67,0,313 SERANGOON AVENUE 2 HDB-SERANGOON WEST SINGAPORE 550313,313,HDB-SERANGOON WEST,1.35323929752379,103.865249340249,103.865249340249,550313,SERANGOON AVENUE 2,HDB-SERANGOON WEST,31553.5315450608,37259.8653458022,313 Serangoon Avenue 2
68,0,90 COMMONWEALTH DRIVE COMMONWEALTH 16 SINGAPORE 140090,90,COMMONWEALTH 16,1.30542325975216,103.799674631374,103.799674631374,140090,COMMONWEALTH DRIVE,COMMONWEALTH 16,24255.7381851494,31972.6147227585,90 Commonwealth Drive
69,0,722 YISHUN STREET 71 KHATIB SPRING SINGAPORE 760722,722,KHATIB SPRING,1.42566715797558,103.829016104284,103.829016104284,760722,YISHUN STREET 71,KHATIB SPRING,27521.1980345527,45268.5479474329,722 Yishun Street 71
70,0,175A YUNG KUANG ROAD CORPORATION TIARA SINGAPORE 611175,175A,CORPORATION TIARA,1.33195222315745,103.721513951179,103.721513951179,611175,YUNG KUANG ROAD,CORPORATION TIARA,15557.2982070412,34906.3084436245,175A Yung Kuang Road
71,1,175A YUNG KUANG ROAD ACEKIDZ @ SG PTE. LTD. SINGAPORE 611175,175A,ACEKIDZ @ SG PTE. LTD.,1.33195221823064,103.721513959338,103.721513959338,611175,YUNG KUANG ROAD,ACEKIDZ @ SG PTE. LTD.,15557.2991150798,34906.3078988008,175A Yung Kuang Road
72,0,410B FERNVALE ROAD CORAL SPRING SINGAPORE 792410,410B,CORAL SPRING,1.38978938889479,103.876096713603,103.876096713603,792410,FERNVALE ROAD,CORAL SPRING,32760.6491550312,41301.4081930351,410B Fernvale Road
73,0,843 TAMPINES STREET 83 TAMPINES VILLE SINGAPORE 520843,843,TAMPINES VILLE,1.35187921550811,103.934690875121,103.934690875121,520843,TAMPINES STREET 83,TAMPINES VILLE,39281.5983075907,37109.6864465345,843 Tampines Street 83
74,0,303 BUKIT BATOK STREET 31 HONG KAH GREEN SINGAPORE 650303,303,HONG KAH GREEN,1.35675151740443,103.748193952068,103.748193952068,650303,BUKIT BATOK STREET 31,HONG KAH GREEN,18526.60523755,37648.3720182236,303 Bukit Batok Street 31
75,0,21A TELOK BLANGAH CRESCENT MOUNT FABER VIEW SINGAPORE 091021,21A,MOUNT FABER VIEW,1.2767456654446,103.821363509572,103.821363509572,091021,TELOK BLANGAH CRESCENT,MOUNT FABER VIEW,26669.4958973755,28801.5723677427,21 Telok Blangah Crescent
76,1,21 TELOK BLANGAH CRESCENT MOUNT FABER VIEW SINGAPORE 090021,21,MOUNT FABER VIEW,1.27660794512083,103.820898125879,103.820898125879,090021,TELOK BLANGAH CRESCENT,MOUNT FABER VIEW,26617.7023224824,28786.3442121856,21 Telok Blangah Crescent
77,2,21 TELOK BLANGAH CRESCENT PCF SPARKLETOTS PRESCHOOL @ RADIN MAS Blk 21 (KN) SINGAPORE 090021,21,PCF SPARKLETOTS PRESCHOOL @ RADIN MAS Blk 21 (KN),1.27663152283715,103.820897112137,103.820897112137,090021,TELOK BLANGAH CRESCENT,PCF SPARKLETOTS PRESCHOOL @ RADIN MAS Blk 21 (KN),26617.5895137069,28788.9513146952,21 Telok Blangah Crescent
78,0,742A TAMPINES STREET 72 MULTI STOREY CAR PARK SINGAPORE 521742,742A,MULTI STOREY CAR PARK,1.35996888173836,103.934143327405,103.934143327405,521742,TAMPINES STREET 72,MULTI STOREY CAR PARK,39220.625088862,38004.1993172019,742 Tampines Street 72
79,1,742 TAMPINES STREET 72 TAMPINES GREEN VALE SINGAPORE 520742,742,TAMPINES GREEN VALE,1.35958874830963,103.933361011699,103.933361011699,520742,TAMPINES STREET 72,TAMPINES GREEN VALE,39133.5640765777,37962.1624149829,742 Tampines Street 72
80,0,122 YUAN CHING ROAD SINGAPORE 610122,122,NIL,1.33598546940991,103.72386599203,103.72386599203,610122,YUAN CHING ROAD,122 YUAN CHING ROAD SINGAPORE 610122,15819.0762519206,35352.273223022,122 Yuan Ching Road
81,0,180B BOON LAY DRIVE BOON LAY MEADOW SINGAPORE 642180,180B,BOON LAY MEADOW,1.3478338877964,103.709071002443,103.709071002443,642180,BOON LAY DRIVE,BOON LAY MEADOW,14172.6133495227,36662.4921211041,180B Boon Lay Drive
82,1,180B BOON LAY DRIVE MY FIRST SKOOL SINGAPORE 642180,180B,MY FIRST SKOOL,1.34783388478564,103.709071008155,103.709071008155,642180,BOON LAY DRIVE,MY FIRST SKOOL,14172.6139851507,36662.4917881563,180B Boon Lay Drive
83,0,2 TECK WHYE AVENUE TECK WHYE HEIGHTS I SINGAPORE 680002,2,TECK WHYE HEIGHTS I,1.38193350023801,103.75183468578,103.75183468578,680002,TECK WHYE AVENUE,TECK WHYE HEIGHTS I,18931.8720795234,40432.8563838769,2 Teck Whye Avenue
84,1,2 TECK WHYE AVENUE Kowabunga! Education Centre LLP @ Teck Whye SINGAPORE 680002,2,Kowabunga! Education Centre LLP @ Teck Whye,1.38194642527071,103.751888178683,103.751888178683,680002,TECK WHYE AVENUE,Kowabunga! Education Centre LLP @ Teck Whye,18937.8252168292,40434.285365656,2 Teck Whye Avenue
85,0,518A TAMPINES CENTRAL 7 THE PREMIERE @ TAMPINES SINGAPORE 521518,518A,THE PREMIERE @ TAMPINES,1.35637192417382,103.938384524313,103.938384524313,521518,TAMPINES CENTRAL 7,THE PREMIERE @ TAMPINES,39692.638918797,37606.4855478853,518A Tampines Central 7
86,0,118A LORONG 1 TOA PAYOH SINGAPORE 311118,118A,NIL,1.33965126704798,103.845485151552,103.845485151552,311118,LORONG 1 TOA PAYOH,118A LORONG 1 TOA PAYOH SINGAPORE 311118,29354.0089568446,35757.3503755424,118 Lorong 1 Toa Payoh
87,1,118 LORONG 1 TOA PAYOH TOA PAYOH VIEW SINGAPORE 310118,118,TOA PAYOH VIEW,1.33956301707325,103.844893597061,103.844893597061,310118,LORONG 1 TOA PAYOH,TOA PAYOH VIEW,29288.1753355602,35747.5918262508,118 Lorong 1 Toa Payoh
88,0,323 JURONG EAST STREET 31 HDB-JURONG EAST SINGAPORE 600323,323,HDB-JURONG EAST,1.34839013731607,103.728986352199,103.728986352199,600323,JURONG EAST STREET 31,HDB-JURONG EAST,16388.9777400415,36723.89544788,323 Jurong East Street 31
89,0,145 BISHAN STREET 11 BISHAN GREEN SINGAPORE 570145,145,BISHAN GREEN,1.34488600912463,103.85428449567,103.85428449567,570145,BISHAN STREET 11,BISHAN GREEN,30333.2766010479,36336.1880318355,145 Bishan Street 11
90,0,238 YISHUN RING ROAD SINGAPORE 760238,238,NIL,1.43292958179194,103.839318639439,103.839318639439,760238,YISHUN RING ROAD,238 YISHUN RING ROAD SINGAPORE 760238,28667.7162656621,46071.5906383582,238 Yishun Ring Road
91,1,238 YISHUN RING ROAD HDB-YISHUN SINGAPORE 760238,238,HDB-YISHUN,1.43305109575777,103.839244217197,103.839244217197,760238,YISHUN RING ROAD,HDB-YISHUN,28659.4341583486,46085.0270200819,238 Yishun Ring Road
92,0,615C EDGEFIELD PLAINS PUNGGOL SPRING SINGAPORE 823615,615C,PUNGGOL SPRING,1.40355883669342,103.910153513143,103.910153513143,823615,EDGEFIELD PLAINS,PUNGGOL SPRING,36550.6793137923,42824.0613003653,615C Edgefield Plains
93,0,171B EDGEDALE PLAINS HDB-PUNGGOL SINGAPORE 822171,171B,HDB-PUNGGOL,1.39497731786874,103.912717529753,103.912717529753,822171,EDGEDALE PLAINS,HDB-PUNGGOL,36836.051645463,41875.1690004189,171B Edgedale Plains
94,0,216 SERANGOON AVENUE 4 HDB-SERANGOON ESTATE SINGAPORE 550216,216,HDB-SERANGOON ESTATE,1.35755258004485,103.873140468743,103.873140468743,550216,SERANGOON AVENUE 4,HDB-SERANGOON ESTATE,32431.7169270029,37736.8192133587,216 Serangoon Avenue 4
95,1,216 SERANGOON AVENUE 4 ALJUNIED-HOUGANG TOWN COUNCIL (COLLECTION SERVICE CENTRE) SINGAPORE 550216,216,ALJUNIED-HOUGANG TOWN COUNCIL (COLLECTION SERVICE CENTRE),1.35754563359065,103.873252175576,103.873252175576,550216,SERANGOON AVENUE 4,ALJUNIED-HOUGANG TOWN COUNCIL (COLLECTION SERVICE CENTRE),32444.1486235446,37736.0513146129,216 Serangoon Avenue 4
96,0,151 YISHUN STREET 11 HDB-YISHUN SINGAPORE 760151,151,HDB-YISHUN,1.43080633696813,103.83426814362,103.83426814362,760151,YISHUN STREET 11,HDB-YISHUN,28105.6723763803,45836.8120587058,151 Yishun Street 11
97,0,765 YISHUN STREET 72 HDB-YISHUN SINGAPORE 760765,765,HDB-YISHUN,1.42502353725987,103.83397349479,103.83397349479,760765,YISHUN STREET 72,HDB-YISHUN,28072.8825550661,45197.3791702669,765 Yishun Street 72
98,0,305 ANG MO KIO AVENUE 1 TECK GHEE VISTA SINGAPORE 560305,305,TECK GHEE VISTA,1.36608459098945,103.846013895433,103.846013895433,560305,ANG MO KIO AVENUE 1,TECK GHEE VISTA,29412.8372046386,38680.2127589714,305 Ang Mo Kio Avenue 1
